elapsed_s,temp_c,power_mw
22.511931896209717,45.5,4815.0
22.764697074890137,45.5,5000.0
23.02242684364319,45.5,5080.0
23.27494478225708,46.0,5564.0
23.528359413146973,46.0,5533.0
23.780805826187134,46.0,5271.0
24.03338313102722,46.0,5191.0
24.285746812820435,46.5,5231.0
24.5383243560791,45.5,5231.0
24.79086136817932,45.5,4927.0
25.043319940567017,45.5,4815.0
25.295943021774292,45.5,4887.0
25.548757076263428,45.5,4855.0
25.801323652267456,45.5,4735.0
26.054036855697632,45.5,5191.0
26.306634187698364,46.0,4967.0
26.559112548828125,46.0,5120.0
26.81245183944702,46.0,5111.0
27.065019607543945,47.0,5231.0
27.317415952682495,46.5,5223.0
27.56990361213684,45.5,5008.0
27.822203636169434,46.5,5453.0
28.07482099533081,46.5,5564.0
28.327775955200195,47.0,5823.0
28.580795764923096,47.0,5231.0
28.839953899383545,46.0,5191.0
29.09246063232422,45.5,4775.0
29.34499740600586,45.5,4855.0
29.597554206848145,45.5,4855.0
29.849963426589966,45.5,5151.0
30.102420568466187,46.5,5643.0
30.355183601379395,46.0,5422.0
30.607598543167114,46.5,5524.0
30.860352277755737,46.5,5863.0
31.112955331802368,46.5,5342.0
31.36662745475769,46.5,5382.0
31.619096517562866,46.0,4581.0
31.871437072753906,46.0,4775.0
32.12394189834595,46.0,4887.0
32.37632489204407,46.0,5000.0
32.62874937057495,46.0,5080.0
32.88129639625549,46.0,5120.0
33.13382649421692,46.0,5151.0
33.387985706329346,46.5,5342.0
33.64060974121094,47.5,5453.0
33.893967628479004,46.0,5603.0
34.151390075683594,46.0,5231.0
34.405696868896484,46.5,5151.0
34.65867733955383,45.5,4967.0
34.911417961120605,45.5,4887.0
35.16399121284485,45.5,4775.0
35.416553020477295,45.5,4887.0
35.66910457611084,46.0,4967.0
35.92166757583618,46.0,4927.0
36.17421269416809,46.0,4887.0
36.42675805091858,46.0,4967.0
36.679391622543335,46.5,5493.0
36.931804180145264,47.0,5231.0
37.18421411514282,46.0,4847.0
37.43667531013489,47.0,5453.0
37.69003915786743,46.5,5191.0
37.94255495071411,46.5,5271.0
38.19592833518982,46.5,5191.0
38.450671672821045,46.5,5231.0
38.704039096832275,46.5,5080.0
38.956443071365356,46.5,5080.0
39.209197998046875,46.0,4815.0
39.46184515953064,46.0,4927.0
39.71698832511902,47.0,5263.0
39.97001576423645,46.5,5231.0
40.22448229789734,47.5,5151.0
40.47775053977966,46.0,5231.0
40.73048996925354,47.0,5191.0
40.983277559280396,47.0,5533.0
41.23577070236206,46.5,5120.0
41.48819828033447,46.5,5271.0
41.74098253250122,46.0,4468.0
41.99429440498352,46.5,4887.0
42.2474639415741,47.0,5413.0
42.5007586479187,46.5,5000.0
42.75321674346924,46.5,5040.0
43.005722999572754,47.0,5080.0
43.25827407836914,46.5,5040.0
43.512080669403076,47.5,5723.0
43.77044153213501,47.0,5533.0
44.02305316925049,47.0,5342.0
44.27583432197571,47.0,5263.0
44.52838444709778,46.5,5080.0
44.78085422515869,47.0,5271.0
45.033573150634766,46.5,4815.0
45.28606367111206,46.5,4887.0
45.53857374191284,46.5,4855.0
45.791112661361694,46.5,4815.0
46.043585777282715,46.5,4735.0
46.29619574546814,46.5,5573.0
46.548901319503784,47.0,5111.0
46.8016242980957,47.0,5191.0
47.05430769920349,47.5,5533.0
47.307026863098145,48.0,5422.0
47.55939960479736,47.0,5071.0
47.812159061431885,47.5,5674.0
48.06802248954773,47.0,5223.0
48.32103371620178,49.0,5713.0
48.57356810569763,46.5,5191.0
48.82598614692688,46.5,4847.0
49.0883002281189,46.5,4815.0
49.34119915962219,46.5,4775.0
49.59382128715515,47.0,4960.0
49.85076951980591,46.5,5111.0
50.10383319854736,47.5,5040.0
50.35618567466736,47.0,5151.0
